brand,customer_tweet_id,customer_author_id,customer_text,customer_created_at,support_tweet_id,support_text,support_created_at,candidate_intent,gold_intent,expected_action,label_notes,suggested_gold_intent,suggested_expected_action,human_verified,human_notes
VerizonSupport,2648803,747209,"@VerizonSupport Internet keeps losing service, tv does not. Reset basement usually gets it back for a couple hours/days before it goes out again. Globe goes red on router but WiFi still on without any internet.",Sun Nov 19 14:34:35 +0000 2017,2648804,"@747209 Ok, power off the router and unscrew the coax connection on the back of the router and then plug it back in and power your router back on.
^ADP",Sun Nov 19 14:38:29 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1487111,314527,@115722 tracert to google https://t.co/WJBQlYkg5Q,Fri Nov 03 04:56:53 +0000 2017,1487109,"@314527 Can you post the speed test results from the Verizon website?
^TXA",Fri Nov 03 04:59:29 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,2554793,725481,@VerizonSupport Fios,Thu Nov 16 15:47:15 +0000 2017,2554792,@725481 Gotcha! Are you having trouble with wireless or hardwired devices? ^DDG,Thu Nov 16 15:48:57 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1621501,496866,@VerizonSupport The issue is not the ethernet connection.  Don't let me download a my fios app with a speedtest to my phone if its not recommended.,Sun Nov 05 17:10:35 +0000 2017,1621502,@496866 We are trying to help.  We first want to make sure the proper speeds are getting to the router and we do that with the wired test. ^BCW,Sun Nov 05 17:13:29 +0000 2017,internet_connectivity,,,,service_outage,auto_handle,,
VerizonSupport,942567,343451,@VerizonSupport Is there an outage in Manhattan?,Sat Oct 21 16:01:19 +0000 2017,942566,@343451 We have not heard of one. Do you see any when you sign into https://t.co/MFnsE6wLnF. ^KMG,Sat Oct 21 16:02:24 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,2231589,651151,"@VerizonSupport I redeemed that credit for 2g of bonus data but when I tried to use it I got a message to contact customer service. I did, 2 days ago...",Fri Nov 10 16:57:43 +0000 2017,2231588,"@651151 Let’s get you over to our partner’s @115990 and they will assist you with your wireless concerns.
^TDC",Fri Nov 10 16:59:26 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,2460941,704640,"@115722 When I looked today, yes, and the router I have is a new one you sent me not too long ago",Wed Nov 15 07:38:36 +0000 2017,2460939,@704640 It may be wireless interference. Do you happen to have wired connections that experience the same issue? ^JRA,Wed Nov 15 07:40:48 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,2683772,399435,"@VerizonSupport @525964 Well I just asked if you all will buy me out my contract, what’s the deal?",Tue Oct 31 16:47:24 +0000 2017,2683774,@399435 Is this for your landline service or cellular? ^KMG,Tue Oct 31 16:53:00 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,2401091,388985,"@115725 #sucks:  only for 2 extra days @115722 is charging 4 another month
 @ATT @115714 @115911 @118156 @119736
https://t.co/IxspcPfs9Z",Fri Oct 20 12:42:05 +0000 2017,2401090,"@388985 When you get the Final Bill, it will be prorated for time you did not have service. How long ago did you disconnect? ^KMG",Fri Oct 20 12:46:57 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,668054,279260,@VerizonSupport I was promised showtime at a certain cost and everyone I dealt with for my account handled it poorly - I was just on hold for 2 hours waiting for a supervisor,Thu Nov 23 06:02:32 +0000 2017,668055,"@279260 We can take a look at your account via our secured chat link. Would you like to continue with us via the link?
^NHP",Thu Nov 23 06:05:29 +0000 2017,account_authentication,,,,billing_payment,human_escalation,,
VerizonSupport,2769985,774398,"@VerizonSupport no Fios in our section of town
HELP! Nov21 7:30.",Tue Nov 21 12:24:49 +0000 2017,2769984,"@774398 We are always looking to expand the network. Keep checking our website for updates?
^TXA",Tue Nov 21 12:27:29 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,197386,162433,@VerizonSupport May / June. I complained about this within a week and was told I needed to upgrade - so I didnt.  Bit the bullet yesterday.,Wed Oct 04 14:55:16 +0000 2017,197388,"@162433 We see.  Well if you ever need anything more, we're always right here for you. ^BCW",Wed Oct 04 15:01:29 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,2899207,165795,@709884 @115722 🤬,Tue Nov 28 17:59:36 +0000 2017,2901534,@165795 What's going on? ^CAR,Tue Nov 28 18:01:00 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,1012315,359534,@VerizonSupport Doh! I found the fix. Note to self. Cats can unplug cables sometimes when they run around,Sat Oct 14 14:36:00 +0000 2017,1012314,"@359534 Oh meow! This is true..We are glad you found the fix, you're welcome to come back here anytime!
^ADP",Sat Oct 14 14:44:25 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,152485,150851,.@115722 was considering getting #fios over #comcast  then I saw how they built their box 2 feet over our growing tree. #profitovercare https://t.co/ULgNPUqZ8L,Fri Nov 24 15:39:22 +0000 2017,152484,@150851 How long ago was the box place there? ^DDG,Fri Nov 24 15:45:30 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,2379147,686079,I need someone from@.@115725 .@VerizonSupport to explain how my order was cancelled when I didn’t cancel it please.,Tue Nov 14 04:20:33 +0000 2017,2379146,"@686079 Oh no! Is this for your Verizon FIOS services? 
^BAB",Tue Nov 14 04:24:32 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,698285,286578,"Hey @115725, my landline's been out of order for 3 MONTHS. 2 repair people failed to fix it. You blew today's time window. FIX MY PHONE!!!!",Tue Oct 10 19:02:32 +0000 2017,698286,@286578 Did you have an appointment for today? ^CAR,Tue Oct 10 19:06:00 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,328859,194411,"@VerizonSupport just checked phone, appears to be ok. Pls don't make me upgrade to new iOS",Tue Oct 24 01:54:59 +0000 2017,328860,"@194411 Can you try rebooting your device and test it again? Let us know if that helps.
^TNT",Tue Oct 24 01:59:00 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,1224021,407144,"@115725 
What is the current status for the widespread outage for phone customers on LI &amp; all 5 boros? No dial tone since early this am. :(",Wed Oct 25 15:47:55 +0000 2017,1224018,"@407144 Is this for your Verizon residential or Verizon wireless mobile?
^ADP",Wed Oct 25 15:51:15 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,94950,136643,"@Ask_Spectrum Outside last night's outage I can't complain about the service. The price was great too, until I found out that it was a 1-year promotion. At signing I asked a ton of times if it was permanent, was told yes. Not happy about that. Thinking about switching #fios",Thu Nov 30 02:53:47 +0000 2017,94949,"@136643 Think about it no longer! We'd love to have you on the Fios team. Please check here for availability: https://t.co/Ugss9lDWSN 
^HSB",Thu Nov 30 03:00:00 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,410891,213001,@VerizonSupport Yes. But I’ve already ordered it. It’s already on my account. It’s an auto-renew from last season.,Tue Oct 10 00:39:03 +0000 2017,410892,"@213001 if it has been ordered by pressing ok button it should just renew it on the box. Let us know if that helps.
^TNT",Tue Oct 10 00:41:00 +0000 2017,account_authentication,,,,order_equipment,human_escalation,,
VerizonSupport,2601093,306919,@115990 hey my fios wifi is down due to an outage so is there any way i can get data back from using cellular?,Fri Nov 17 07:00:25 +0000 2017,2601092,"@306919 No. 
^TXA",Fri Nov 17 07:03:24 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,2704676,759638,@VerizonSupport @115725 @115722 honestly surprised at how you treat 15 year multi platform customers. I am trying to pay my bill using a gift card you provided and I’ve been on the phone for A WHOLE HOUR talking to 5 different reps,Sun Nov 19 22:08:18 +0000 2017,2704674,"@759638 Good evening, what's going on with that bill payment at this time? What bill are you paying, your home or cell? ^RMD",Sun Nov 19 22:10:56 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,2413735,693845,@115722 online chat is the worst. 20 minutes of telling me the same thing 5 times. And making me wait 15 minutes just to tell me “ we chat representatives have limited access to customers accounts”. Hey @115946 what’s up?,Tue Nov 14 17:08:53 +0000 2017,2413734,"@693845 We can help right here, John.  What seems to be going on today that had you reaching out to our chat support? ^BCW",Tue Nov 14 17:12:24 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,668059,279260,"@115722 First day of service and I’m already disappointed, waiting 2+ hours to get a phone call; Will a manager ever call me back?",Thu Nov 23 03:28:30 +0000 2017,668058,"@279260 Hello Michael, What's going on with your Fios service tonight?
^NHP",Thu Nov 23 03:30:00 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,567287,253055,@VerizonSupport I live in an apartment building and your link doesn’t work,Sun Dec 03 02:09:12 +0000 2017,567292,@253055 Please follow and DM us. ^RMD,Sun Dec 03 02:11:00 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,540508,245400,"@245401 @24648 Watching from Portsmouth, Virginia on @115722 ! Hoping to see  @150729 pull off a big road win !",Sat Dec 02 15:15:14 +0000 2017,540507,"@245400 Oh that is great! Enjoy your services!
^ADP",Sat Dec 02 15:20:00 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,964798,348999,@115722 Optimum has a great deal right now and monthly total comes out to less than what I'm paying now...been a customer for a 3 years,Sat Oct 21 23:02:13 +0000 2017,964796,@348999 What area are you located J? ^DDG,Sat Oct 21 23:03:37 +0000 2017,billing_payment,,,,general_support,auto_handle,,
VerizonSupport,1253201,413975,2nd time in 5 days that there's been a @115725 outage at this exact time! Making us wait 3 hours to fix it is ridiculous!😡 @VerizonSupport,Mon Oct 16 04:23:45 +0000 2017,1253200,"@413975 Good evening, did you happen to have a ticket number for that outage already? ^RMD",Mon Oct 16 04:25:02 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,94954,136645,@VerizonSupport They want me to do a secure chat on Facebook but I need a link.,Thu Nov 30 16:52:04 +0000 2017,94956,@136645 Come back to us via Facebook so we can continue. We are the same team Jennifer. ^DDG,Thu Nov 30 16:54:58 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,2925234,809398,"@VerizonSupport is there an area outage for New Hyde Park, NY?  I have no Internet/TV",Wed Nov 29 03:11:18 +0000 2017,2925232,"@809398 You can check for any outages based on your account here. https://t.co/njUAy1c6gk 
^JAY",Wed Nov 29 03:13:32 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,2955626,629252,@115722 do you guys have any specials for customers looking to switch from @116136?,Wed Nov 29 18:34:03 +0000 2017,2955625,@629252 We'd love to have you! Please follow and DM us so we can check for any available offers. ^DDD,Wed Nov 29 18:47:00 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,223784,169470,@VerizonSupport is there some kind of outage or maintenance in the area of Sandston Virginia?,Thu Oct 05 04:33:40 +0000 2017,223783,"@169470 Not that we are aware of. You can click on the following link to check for outages. https://t.co/PKH3Dvv6ae
^TXA",Thu Oct 05 04:36:00 +0000 2017,service_outage,,,,service_outage,auto_handle,,
